full_name,dbms_name,slug,date,score
opensearch-project/opensearch,OpenSearch,OpenSearch,2024-11,17.601
opensearch-project/opensearch,OpenSearch,OpenSearch,2024-12,17.184
opensearch-project/opensearch,OpenSearch,OpenSearch,2025-01,16.789
opensearch-project/opensearch,OpenSearch,OpenSearch,2025-02,16.85
opensearch-project/opensearch,OpenSearch,OpenSearch,2025-03,16.972
opensearch-project/opensearch,OpenSearch,OpenSearch,2025-04,17.193
opensearch-project/opensearch,OpenSearch,OpenSearch,2025-05,17.377
opensearch-project/opensearch,OpenSearch,OpenSearch,2025-06,16.896
opensearch-project/opensearch,OpenSearch,OpenSearch,2025-07,17.299
opensearch-project/opensearch,OpenSearch,OpenSearch,2025-08,18.483
opensearch-project/opensearch,OpenSearch,OpenSearch,2025-09,19.931
orientechnologies/orientdb,OrientDB,OrientDB,2024-10,3.032
orientechnologies/orientdb,OrientDB,OrientDB,2024-11,2.973
orientechnologies/orientdb,OrientDB,OrientDB,2024-12,2.868
orientechnologies/orientdb,OrientDB,OrientDB,2025-01,2.792
orientechnologies/orientdb,OrientDB,OrientDB,2025-02,2.727
orientechnologies/orientdb,OrientDB,OrientDB,2025-03,2.722
orientechnologies/orientdb,OrientDB,OrientDB,2025-04,2.715
orientechnologies/orientdb,OrientDB,OrientDB,2025-05,2.709
orientechnologies/orientdb,OrientDB,OrientDB,2025-06,2.709
orientechnologies/orientdb,OrientDB,OrientDB,2025-07,2.644
orientechnologies/orientdb,OrientDB,OrientDB,2025-08,2.641
orientechnologies/orientdb,OrientDB,OrientDB,2025-09,2.587
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2024-10,2.034
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2024-11,2.075
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2024-12,2.006
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2025-01,1.948
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2025-02,1.954
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2025-03,1.945
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2025-04,1.918
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2025-05,1.937
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2025-06,1.926
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2025-07,1.91
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2025-08,1.961
percona/percona-server,Percona Server for MySQL,Percona+Server+for+MySQL,2025-09,2.114
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2024-10,0.472
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2024-11,0.496
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2024-12,0.487
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2025-01,0.435
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2025-02,0.429
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2025-03,0.474
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2025-04,0.465
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2025-05,0.475
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2025-06,0.462
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2025-07,0.512
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2025-08,0.486
percona/percona-server-mongodb,Percona Server for MongoDB,Percona+Server+for+MongoDB,2025-09,0.498
pingcap/tidb,TiDB,TiDB,2024-10,3.661
pingcap/tidb,TiDB,TiDB,2024-11,3.63
pingcap/tidb,TiDB,TiDB,2024-12,3.862
pingcap/tidb,TiDB,TiDB,2025-01,3.679
pingcap/tidb,TiDB,TiDB,2025-02,3.856
pingcap/tidb,TiDB,TiDB,2025-03,3.742
pingcap/tidb,TiDB,TiDB,2025-04,3.496
pingcap/tidb,TiDB,TiDB,2025-05,3.584
pingcap/tidb,TiDB,TiDB,2025-06,3.278
pingcap/tidb,TiDB,TiDB,2025-07,3.628
pingcap/tidb,TiDB,TiDB,2025-08,3.381
pingcap/tidb,TiDB,TiDB,2025-09,3.42
postgres/postgres,PostgreSQL,PostgreSQL,2024-10,652.156
postgres/postgres,PostgreSQL,PostgreSQL,2024-11,654.336
postgres/postgres,PostgreSQL,PostgreSQL,2024-12,666.372
postgres/postgres,PostgreSQL,PostgreSQL,2025-01,663.405
postgres/postgres,PostgreSQL,PostgreSQL,2025-02,659.618
postgres/postgres,PostgreSQL,PostgreSQL,2025-03,663.424
postgres/postgres,PostgreSQL,PostgreSQL,2025-04,667.246
postgres/postgres,PostgreSQL,PostgreSQL,2025-05,674.315
postgres/postgres,PostgreSQL,PostgreSQL,2025-06,680.651
postgres/postgres,PostgreSQL,PostgreSQL,2025-07,680.886
postgres/postgres,PostgreSQL,PostgreSQL,2025-08,671.255
postgres/postgres,PostgreSQL,PostgreSQL,2025-09,657.171
prestodb/presto,Presto,Presto,2024-10,7.052
prestodb/presto,Presto,Presto,2024-11,6.56
prestodb/presto,Presto,Presto,2024-12,6.544
prestodb/presto,Presto,Presto,2025-01,6.579
prestodb/presto,Presto,Presto,2025-02,6.309
prestodb/presto,Presto,Presto,2025-03,6.118
prestodb/presto,Presto,Presto,2025-04,6.287
prestodb/presto,Presto,Presto,2025-05,6.375
prestodb/presto,Presto,Presto,2025-06,6.158
prestodb/presto,Presto,Presto,2025-07,6.047
prestodb/presto,Presto,Presto,2025-08,6.035
prestodb/presto,Presto,Presto,2025-09,6.481
prometheus/prometheus,Prometheus,Prometheus,2024-10,7.31
prometheus/prometheus,Prometheus,Prometheus,2024-11,6.921
prometheus/prometheus,Prometheus,Prometheus,2024-12,7.123
prometheus/prometheus,Prometheus,Prometheus,2025-01,6.853
prometheus/prometheus,Prometheus,Prometheus,2025-02,6.687
prometheus/prometheus,Prometheus,Prometheus,2025-03,6.379
prometheus/prometheus,Prometheus,Prometheus,2025-04,6.482
prometheus/prometheus,Prometheus,Prometheus,2025-05,6.766
prometheus/prometheus,Prometheus,Prometheus,2025-06,6.957
prometheus/prometheus,Prometheus,Prometheus,2025-07,7.124
prometheus/prometheus,Prometheus,Prometheus,2025-08,7.306
prometheus/prometheus,Prometheus,Prometheus,2025-09,7.923
qdrant/qdrant,Qdrant,Qdrant,2024-10,1.691
qdrant/qdrant,Qdrant,Qdrant,2024-11,1.765
qdrant/qdrant,Qdrant,Qdrant,2024-12,1.849
qdrant/qdrant,Qdrant,Qdrant,2025-01,1.933
qdrant/qdrant,Qdrant,Qdrant,2025-02,1.937
qdrant/qdrant,Qdrant,Qdrant,2025-03,2.034
qdrant/qdrant,Qdrant,Qdrant,2025-04,2.23
qdrant/qdrant,Qdrant,Qdrant,2025-05,2.281
qdrant/qdrant,Qdrant,Qdrant,2025-06,2.418
qdrant/qdrant,Qdrant,Qdrant,2025-07,2.538
qdrant/qdrant,Qdrant,Qdrant,2025-08,2.925
qdrant/qdrant,Qdrant,Qdrant,2025-09,3.437
questdb/questdb,QuestDB,QuestDB,2024-10,2.833
questdb/questdb,QuestDB,QuestDB,2024-11,2.906
questdb/questdb,QuestDB,QuestDB,2024-12,2.98
questdb/questdb,QuestDB,QuestDB,2025-01,3.003
questdb/questdb,QuestDB,QuestDB,2025-02,3.093
questdb/questdb,QuestDB,QuestDB,2025-03,3.097
questdb/questdb,QuestDB,QuestDB,2025-04,3.124
questdb/questdb,QuestDB,QuestDB,2025-05,3.255
questdb/questdb,QuestDB,QuestDB,2025-06,3.237
questdb/questdb,QuestDB,QuestDB,2025-07,3.241
questdb/questdb,QuestDB,QuestDB,2025-08,3.053
questdb/questdb,QuestDB,QuestDB,2025-09,3.506
ravendb/ravendb,RavenDB,RavenDB,2024-10,2.696
ravendb/ravendb,RavenDB,RavenDB,2024-11,2.7
ravendb/ravendb,RavenDB,RavenDB,2024-12,2.591
ravendb/ravendb,RavenDB,RavenDB,2025-01,2.497
ravendb/ravendb,RavenDB,RavenDB,2025-02,2.528
ravendb/ravendb,RavenDB,RavenDB,2025-03,2.532
ravendb/ravendb,RavenDB,RavenDB,2025-04,2.504
ravendb/ravendb,RavenDB,RavenDB,2025-05,2.593
ravendb/ravendb,RavenDB,RavenDB,2025-06,2.65
ravendb/ravendb,RavenDB,RavenDB,2025-07,2.586
ravendb/ravendb,RavenDB,RavenDB,2025-08,2.52
ravendb/ravendb,RavenDB,RavenDB,2025-09,2.424
realm/realm-core,Realm,Realm,2024-10,7.047
realm/realm-core,Realm,Realm,2024-11,7.054
realm/realm-core,Realm,Realm,2024-12,7.121
realm/realm-core,Realm,Realm,2025-01,6.992
realm/realm-core,Realm,Realm,2025-02,6.742
realm/realm-core,Realm,Realm,2025-03,6.622
realm/realm-core,Realm,Realm,2025-04,6.761
realm/realm-core,Realm,Realm,2025-05,6.803
realm/realm-core,Realm,Realm,2025-06,6.597
realm/realm-core,Realm,Realm,2025-07,6.454
realm/realm-core,Realm,Realm,2025-08,6.43
realm/realm-core,Realm,Realm,2025-09,6.816
redis/redis,Redis,Redis,2024-10,149.63
redis/redis,Redis,Redis,2024-11,148.642
redis/redis,Redis,Redis,2024-12,150.271
redis/redis,Redis,Redis,2025-01,153.356
redis/redis,Redis,Redis,2025-02,157.909
redis/redis,Redis,Redis,2025-03,155.361
redis/redis,Redis,Redis,2025-04,154.111
redis/redis,Redis,Redis,2025-05,152.189
redis/redis,Redis,Redis,2025-06,151.722
redis/redis,Redis,Redis,2025-07,149.716
redis/redis,Redis,Redis,2025-08,147.19
redis/redis,Redis,Redis,2025-09,145.174
risingwavelabs/risingwave,RisingWave,RisingWave,2024-10,0.601
risingwavelabs/risingwave,RisingWave,RisingWave,2024-11,0.632
risingwavelabs/risingwave,RisingWave,RisingWave,2024-12,0.615
risingwavelabs/risingwave,RisingWave,RisingWave,2025-01,0.611
risingwavelabs/risingwave,RisingWave,RisingWave,2025-02,0.581
risingwavelabs/risingwave,RisingWave,RisingWave,2025-03,0.644
risingwavelabs/risingwave,RisingWave,RisingWave,2025-04,0.724
risingwavelabs/risingwave,RisingWave,RisingWave,2025-05,0.747
risingwavelabs/risingwave,RisingWave,RisingWave,2025-06,0.722
risingwavelabs/risingwave,RisingWave,RisingWave,2025-07,0.708
risingwavelabs/risingwave,RisingWave,RisingWave,2025-08,0.675
risingwavelabs/risingwave,RisingWave,RisingWave,2025-09,0.641
starrocks/starrocks,StarRocks,StarRocks,2024-10,0.964
starrocks/starrocks,StarRocks,StarRocks,2024-11,0.873
starrocks/starrocks,StarRocks,StarRocks,2024-12,1.07
starrocks/starrocks,StarRocks,StarRocks,2025-01,1.135
starrocks/starrocks,StarRocks,StarRocks,2025-02,1.065
starrocks/starrocks,StarRocks,StarRocks,2025-03,1.005
starrocks/starrocks,StarRocks,StarRocks,2025-04,1.082
starrocks/starrocks,StarRocks,StarRocks,2025-05,0.94
starrocks/starrocks,StarRocks,StarRocks,2025-06,1.111
starrocks/starrocks,StarRocks,StarRocks,2025-07,1.309
starrocks/starrocks,StarRocks,StarRocks,2025-08,1.283
starrocks/starrocks,StarRocks,StarRocks,2025-09,1.33
surrealdb/surrealdb,SurrealDB,SurrealDB,2024-10,1.068
surrealdb/surrealdb,SurrealDB,SurrealDB,2024-11,1.008
surrealdb/surrealdb,SurrealDB,SurrealDB,2024-12,0.977
surrealdb/surrealdb,SurrealDB,SurrealDB,2025-01,0.968
surrealdb/surrealdb,SurrealDB,SurrealDB,2025-02,0.949
surrealdb/surrealdb,SurrealDB,SurrealDB,2025-03,0.996
surrealdb/surrealdb,SurrealDB,SurrealDB,2025-04,1.009
surrealdb/surrealdb,SurrealDB,SurrealDB,2025-05,1.083
surrealdb/surrealdb,SurrealDB,SurrealDB,2025-06,1.067
surrealdb/surrealdb,SurrealDB,SurrealDB,2025-07,1.057
surrealdb/surrealdb,SurrealDB,SurrealDB,2025-08,1.142
surrealdb/surrealdb,SurrealDB,SurrealDB,2025-09,1.279
taosdata/tdengine,TDengine,TDengine,2024-10,2.466
taosdata/tdengine,TDengine,TDengine,2024-11,2.275
taosdata/tdengine,TDengine,TDengine,2024-12,2.113
taosdata/tdengine,TDengine,TDengine,2025-01,1.957
taosdata/tdengine,TDengine,TDengine,2025-02,1.814
taosdata/tdengine,TDengine,TDengine,2025-03,1.757
taosdata/tdengine,TDengine,TDengine,2025-04,1.664
taosdata/tdengine,TDengine,TDengine,2025-05,1.683
taosdata/tdengine,TDengine,TDengine,2025-06,1.554
taosdata/tdengine,TDengine,TDengine,2025-07,1.55
taosdata/tdengine,TDengine,TDengine,2025-08,1.623
taosdata/tdengine,TDengine,TDengine,2025-09,1.821
tarantool/tarantool,Tarantool,Tarantool,2024-10,1.581
tarantool/tarantool,Tarantool,Tarantool,2024-11,1.501
tarantool/tarantool,Tarantool,Tarantool,2024-12,1.437
tarantool/tarantool,Tarantool,Tarantool,2025-01,1.377
tarantool/tarantool,Tarantool,Tarantool,2025-02,1.33
tarantool/tarantool,Tarantool,Tarantool,2025-03,1.399
tarantool/tarantool,Tarantool,Tarantool,2025-04,1.465
tarantool/tarantool,Tarantool,Tarantool,2025-05,1.421
tarantool/tarantool,Tarantool,Tarantool,2025-06,1.377
tarantool/tarantool,Tarantool,Tarantool,2025-07,1.337
tarantool/tarantool,Tarantool,Tarantool,2025-08,1.288
tarantool/tarantool,Tarantool,Tarantool,2025-09,1.373
timescale/timescaledb,TimescaleDB,TimescaleDB,2024-10,3.794
timescale/timescaledb,TimescaleDB,TimescaleDB,2024-11,3.676
timescale/timescaledb,TimescaleDB,TimescaleDB,2024-12,3.745
timescale/timescaledb,TimescaleDB,TimescaleDB,2025-01,3.561
timescale/timescaledb,TimescaleDB,TimescaleDB,2025-02,3.624
timescale/timescaledb,TimescaleDB,TimescaleDB,2025-03,3.485
timescale/timescaledb,TimescaleDB,TimescaleDB,2025-04,3.593
timescale/timescaledb,TimescaleDB,TimescaleDB,2025-05,3.594
timescale/timescaledb,TimescaleDB,TimescaleDB,2025-06,3.635
timescale/timescaledb,TimescaleDB,TimescaleDB,2025-07,3.771
timescale/timescaledb,TimescaleDB,TimescaleDB,2025-08,3.911
timescale/timescaledb,TimescaleDB,TimescaleDB,2025-09,4.289
trinodb/trino,Trino,Trino,2024-10,5.472
trinodb/trino,Trino,Trino,2024-11,5.352
trinodb/trino,Trino,Trino,2024-12,5.384
trinodb/trino,Trino,Trino,2025-01,5.401
trinodb/trino,Trino,Trino,2025-02,5.058
trinodb/trino,Trino,Trino,2025-03,5.125
trinodb/trino,Trino,Trino,2025-04,5.184
trinodb/trino,Trino,Trino,2025-05,5.337
trinodb/trino,Trino,Trino,2025-06,5.378
trinodb/trino,Trino,Trino,2025-07,5.264
trinodb/trino,Trino,Trino,2025-08,5.833
trinodb/trino,Trino,Trino,2025-09,6.583
typedb/typedb,TypeDB,TypeDB,2024-10,0.66
typedb/typedb,TypeDB,TypeDB,2024-11,0.632
typedb/typedb,TypeDB,TypeDB,2024-12,0.616
typedb/typedb,TypeDB,TypeDB,2025-01,0.606
typedb/typedb,TypeDB,TypeDB,2025-02,0.589
typedb/typedb,TypeDB,TypeDB,2025-03,0.635
typedb/typedb,TypeDB,TypeDB,2025-04,0.58
typedb/typedb,TypeDB,TypeDB,2025-05,0.592
typedb/typedb,TypeDB,TypeDB,2025-06,0.565
typedb/typedb,TypeDB,TypeDB,2025-07,0.615
typedb/typedb,TypeDB,TypeDB,2025-08,0.556
typedb/typedb,TypeDB,TypeDB,2025-09,0.633
typesense/typesense,Typesense,Typesense,2024-10,0.979
typesense/typesense,Typesense,Typesense,2024-11,0.803
typesense/typesense,Typesense,Typesense,2024-12,0.821
typesense/typesense,Typesense,Typesense,2025-01,0.791
typesense/typesense,Typesense,Typesense,2025-02,0.84
typesense/typesense,Typesense,Typesense,2025-03,0.809
typesense/typesense,Typesense,Typesense,2025-04,0.807
typesense/typesense,Typesense,Typesense,2025-05,0.925
typesense/typesense,Typesense,Typesense,2025-06,0.85
typesense/typesense,Typesense,Typesense,2025-07,0.877
typesense/typesense,Typesense,Typesense,2025-08,0.96
typesense/typesense,Typesense,Typesense,2025-09,1.247
valkey-io/valkey,Valkey,Valkey,2025-02,0.998
valkey-io/valkey,Valkey,Valkey,2025-03,1.074
valkey-io/valkey,Valkey,Valkey,2025-04,1.139
valkey-io/valkey,Valkey,Valkey,2025-05,1.352
valkey-io/valkey,Valkey,Valkey,2025-06,1.496
valkey-io/valkey,Valkey,Valkey,2025-07,1.467
valkey-io/valkey,Valkey,Valkey,2025-08,1.497
valkey-io/valkey,Valkey,Valkey,2025-09,1.731
vdaas/vald,Vald,Vald,2024-10,0.309
vdaas/vald,Vald,Vald,2024-11,0.27
vdaas/vald,Vald,Vald,2024-12,0.302
vdaas/vald,Vald,Vald,2025-01,0.268
vdaas/vald,Vald,Vald,2025-02,0.24
vdaas/vald,Vald,Vald,2025-03,0.248
vdaas/vald,Vald,Vald,2025-04,0.3
vdaas/vald,Vald,Vald,2025-05,0.271
vdaas/vald,Vald,Vald,2025-06,0.265
vdaas/vald,Vald,Vald,2025-07,0.241
vdaas/vald,Vald,Vald,2025-08,0.287
vdaas/vald,Vald,Vald,2025-09,0.261
vespa-engine/vespa,Vespa,Vespa,2024-10,0.611
vespa-engine/vespa,Vespa,Vespa,2024-11,0.607
vespa-engine/vespa,Vespa,Vespa,2024-12,0.63
vespa-engine/vespa,Vespa,Vespa,2025-01,0.679
vespa-engine/vespa,Vespa,Vespa,2025-02,0.687
vespa-engine/vespa,Vespa,Vespa,2025-03,0.757
vespa-engine/vespa,Vespa,Vespa,2025-04,0.834
vespa-engine/vespa,Vespa,Vespa,2025-05,0.89
vespa-engine/vespa,Vespa,Vespa,2025-06,0.886
vespa-engine/vespa,Vespa,Vespa,2025-07,0.864
vespa-engine/vespa,Vespa,Vespa,2025-08,0.938
vespa-engine/vespa,Vespa,Vespa,2025-09,1.012
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2024-10,1.291
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2024-11,1.28
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2024-12,1.245
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2025-01,1.328
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2025-02,1.367
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2025-03,1.383
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2025-04,1.345
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2025-05,1.546
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2025-06,1.356
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2025-07,1.547
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2025-08,1.505
victoriametrics/victoriametrics,VictoriaMetrics,VictoriaMetrics,2025-09,1.753
vitessio/vitess,Vitess,Vitess,2024-10,0.876
vitessio/vitess,Vitess,Vitess,2024-11,0.941
vitessio/vitess,Vitess,Vitess,2024-12,0.918
vitessio/vitess,Vitess,Vitess,2025-01,0.893
vitessio/vitess,Vitess,Vitess,2025-02,0.908
vitessio/vitess,Vitess,Vitess,2025-03,0.932
vitessio/vitess,Vitess,Vitess,2025-04,0.916
vitessio/vitess,Vitess,Vitess,2025-05,0.99
vitessio/vitess,Vitess,Vitess,2025-06,1.044
vitessio/vitess,Vitess,Vitess,2025-07,1.029
vitessio/vitess,Vitess,Vitess,2025-08,1.129
vitessio/vitess,Vitess,Vitess,2025-09,1.256
xtdb/xtdb,XTDB,XTDB,2024-10,0.145
xtdb/xtdb,XTDB,XTDB,2024-11,0.15
xtdb/xtdb,XTDB,XTDB,2024-12,0.168
xtdb/xtdb,XTDB,XTDB,2025-01,0.178
xtdb/xtdb,XTDB,XTDB,2025-02,0.184
xtdb/xtdb,XTDB,XTDB,2025-03,0.189
xtdb/xtdb,XTDB,XTDB,2025-04,0.198
xtdb/xtdb,XTDB,XTDB,2025-05,0.196
xtdb/xtdb,XTDB,XTDB,2025-06,0.204
xtdb/xtdb,XTDB,XTDB,2025-07,0.204
xtdb/xtdb,XTDB,XTDB,2025-08,0.201
xtdb/xtdb,XTDB,XTDB,2025-09,0.212
ydb-platform/ydb,YDB,YDB,2024-10,0.395
ydb-platform/ydb,YDB,YDB,2024-11,0.389
ydb-platform/ydb,YDB,YDB,2024-12,0.376
ydb-platform/ydb,YDB,YDB,2025-01,0.386
ydb-platform/ydb,YDB,YDB,2025-02,0.367
ydb-platform/ydb,YDB,YDB,2025-03,0.488
ydb-platform/ydb,YDB,YDB,2025-04,0.571
ydb-platform/ydb,YDB,YDB,2025-05,0.63
ydb-platform/ydb,YDB,YDB,2025-06,0.577
ydb-platform/ydb,YDB,YDB,2025-07,0.514
ydb-platform/ydb,YDB,YDB,2025-08,0.419
ydb-platform/ydb,YDB,YDB,2025-09,0.431
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2024-10,0.157
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2024-11,0.16
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2024-12,0.163
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-01,0.174
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-02,0.185
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-03,0.227
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-04,0.207
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-05,0.218
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-06,0.22
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-07,0.281
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-08,0.23
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-09,0.228
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2024-10,2.458
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2024-11,2.364
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2024-12,2.45
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-01,2.346
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-02,2.249
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-03,2.215
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-04,2.227
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-05,2.197
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-06,2.092
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-07,2.029
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-08,2.001
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-09,2.126
